variant,use_case,unfitted_bm25_nice,unfitted_bm25_obj,unfitted_overlap_must_frac,fitted_auc
no_exclude,carbon_capture,0.7241379310344829,0.5491379310344827,0.7033045977011494,0.7972413793103449
no_exclude,cement_binders,0.7888071895424837,0.718341503267974,0.6915849673202614,0.8187908496732028
no_exclude,ner,0.3987301587301587,0.6431746031746032,0.6996825396825397,0.668063492063492
no_exclude,soil_microbiome,0.5418546365914787,0.48922305764411034,0.4196741854636592,0.5833082706766917
no_exclude,solar_leo,0.5897058823529412,0.5820855614973263,0.5010695187165776,0.6045454545454547
no_exclude,tech_forecasting,0.6626344086021506,0.6198156682027649,0.5518433179723503,0.6470046082949308
no_domain,carbon_capture,0.7241379310344829,0.5491379310344827,0.7033045977011494,0.7758045977011495
no_domain,cement_binders,0.7888071895424837,0.718341503267974,0.6915849673202614,0.8179738562091504
no_domain,ner,0.3987301587301587,0.6431746031746032,0.6996825396825397,0.6693968253968254
no_domain,soil_microbiome,0.5418546365914787,0.48922305764411034,0.4196741854636592,0.5515288220551378
no_domain,solar_leo,0.5897058823529412,0.5820855614973263,0.5010695187165776,0.6067379679144385
no_domain,tech_forecasting,0.6626344086021506,0.6198156682027649,0.5518433179723503,0.6443932411674348
only_name,carbon_capture,0.5,0.5,,0.5976436781609196
only_name,cement_binders,0.5,0.5,,0.7318627450980392
only_name,ner,0.5,0.5,,0.6406031746031746
only_name,soil_microbiome,0.5,0.5,,0.5627067669172934
only_name,solar_leo,0.5,0.5,,0.5776203208556149
only_name,tech_forecasting,0.5,0.5,,0.48836405529953913
fluff_replace,carbon_capture,0.7241379310344829,0.44367816091954027,0.7033045977011494,0.7978735632183908
fluff_replace,cement_binders,0.7888071895424837,0.4354575163398693,0.6915849673202614,0.8004084967320262
fluff_replace,ner,0.3987301587301587,0.4990476190476191,0.6996825396825397,0.6596825396825396
fluff_replace,soil_microbiome,0.5418546365914787,0.5894736842105263,0.4196741854636592,0.5837092731829573
fluff_replace,solar_leo,0.5897058823529412,0.544385026737968,0.5010695187165776,0.5578074866310161
fluff_replace,tech_forecasting,0.6626344086021506,0.4819508448540707,0.5518433179723503,0.6288786482334869
fluff_added,carbon_capture,0.7241379310344829,0.4833333333333334,0.7033045977011494,0.8055747126436781
fluff_added,cement_binders,0.7888071895424837,0.5563725490196079,0.6915849673202614,0.8066176470588236
fluff_added,ner,0.3987301587301587,0.5914285714285714,0.6996825396825397,0.6686349206349206
fluff_added,soil_microbiome,0.5418546365914787,0.5583959899749373,0.4196741854636592,0.5911278195488722
fluff_added,solar_leo,0.5897058823529412,0.5745989304812834,0.5010695187165776,0.579572192513369
fluff_added,tech_forecasting,0.6626344086021506,0.5622119815668203,0.5518433179723503,0.640399385560676
vague_objective,carbon_capture,0.7241379310344829,0.4790229885057471,0.7033045977011494,0.8050574712643677
vague_objective,cement_binders,0.7888071895424837,0.3790849673202614,0.6915849673202614,0.8054738562091505
vague_objective,ner,0.3987301587301587,0.5076190476190477,0.6996825396825397,0.6595555555555557
vague_objective,soil_microbiome,0.5418546365914787,0.5431077694235589,0.4196741854636592,0.5814035087719298
vague_objective,solar_leo,0.5897058823529412,0.5864973262032086,0.5010695187165776,0.6148128342245989
vague_objective,tech_forecasting,0.6626344086021506,0.4512288786482335,0.5518433179723503,0.6221198156682027
conflicting,carbon_capture,0.7241379310344829,0.5491379310344827,0.7033045977011494,0.7972413793103449
conflicting,cement_binders,0.7888071895424837,0.718341503267974,0.6915849673202614,0.8204248366013072
