variant,use_case,n_labels,recall_at_10pct,recall_at_20pct,wss_at_95,roc_auc,wss_ceiling
jasper: embedding,tech_forecasting,100,0.15006839318707196,0.3068972242728261,0.1321138211382113,0.8168984931344364,0.38849593495934953
jasper: embedding,tech_forecasting,200,0.14610379083327876,0.3135832796480095,0.12291666666666662,0.8266489109531528,0.3859375
jasper: embedding PCA-64,carbon_capture,25,0.1723084913454779,0.3341359193488088,0.17818627450980387,0.8140777990440924,0.47965686274509794
jasper: embedding PCA-64,carbon_capture,50,0.180625385105251,0.34108477878373605,0.21180836707152492,0.8409883902226978,0.47692307692307695
jasper: embedding PCA-64,carbon_capture,100,0.18763592276483584,0.3528160578127256,0.20076142131979693,0.8615425851782471,0.4783756345177663
jasper: embedding PCA-64,carbon_capture,200,0.20551529730354454,0.3685088296445946,0.21254295532646045,0.8579811020905502,0.48773195876288666
jasper: embedding PCA-64,cement_binders,25,0.14720077861344466,0.2836277331261927,0.15140646976090008,0.8304533857039958,0.33270042194092825
jasper: embedding PCA-64,cement_binders,50,0.14259475750406672,0.2806951982326388,0.16572327044025154,0.8497733433349997,0.3316037735849057
jasper: embedding PCA-64,cement_binders,100,0.1417888333201294,0.281921295519515,0.1742798353909464,0.8453396494992369,0.3323045267489712
jasper: embedding PCA-64,cement_binders,200,0.12606363998219985,0.2611892867157517,0.1758064516129032,0.8391816449999246,0.3268817204301075
jasper: embedding PCA-64,ner,25,0.12965034267109526,0.24730214931637465,0.058710801393728175,0.7321405537153083,0.27098722415795584
jasper: embedding PCA-64,ner,50,0.12818047339570934,0.24888605605561412,0.06908396946564882,0.7539872826551087,0.2712213740458015
jasper: embedding PCA-64,ner,100,0.13071348614755596,0.25749570766796387,0.0764150943396226,0.7806799532359291,0.2736477987421384
jasper: embedding PCA-64,ner,200,0.1314102171785483,0.2586838010569467,0.07499999999999996,0.7915719535233786,0.26916666666666667
jasper: embedding PCA-64,soil_microbiome,25,0.18183280196025392,0.3534645183709005,0.12530120481927706,0.6955307884843255,0.7002911646586346
jasper: embedding PCA-64,soil_microbiome,50,0.2127740113611408,0.39997919924979936,0.14804560260586316,0.742265132549565,0.7007926167209553
jasper: embedding PCA-64,soil_microbiome,100,0.23649229882540404,0.41304781823233194,0.16400778210116726,0.7607826482023313,0.7025810635538262
jasper: embedding PCA-64,soil_microbiome,200,0.27069021525767584,0.46107654253129937,0.16910828025477706,0.775436839439217,0.6978768577494692
jasper: embedding PCA-64,solar_leo,25,0.1151921555282696,0.2262171363260287,0.011492537313432792,0.6184045280661724,0.22138308457711442
jasper: embedding PCA-64,solar_leo,50,0.1227201074074853,0.24294574255401427,0.025268817204301033,0.7027400452054064,0.21921505376344083
