variant,use_case,n_labels,recall_at_10pct,recall_at_20pct,wss_at_95,roc_auc,wss_ceiling
qwen3-4b: PCA-64 + lexical,ner,100,0.1302661852221777,0.25391759751254583,0.07452830188679242,0.7904640950347307,0.2736477987421384
qwen3-4b: PCA-64 + lexical,ner,200,0.13478715923256923,0.2628195849274523,0.0821428571428571,0.822708065411955,0.26916666666666667
qwen3-4b: PCA-64 + lexical,soil_microbiome,25,0.17288756473176609,0.3164434289088966,0.06726907630522083,0.6456825163544752,0.7002911646586346
qwen3-4b: PCA-64 + lexical,soil_microbiome,50,0.2143472556654369,0.393996144793903,0.11786102062975022,0.7315388732190041,0.7007926167209553
qwen3-4b: PCA-64 + lexical,soil_microbiome,100,0.24750151055938338,0.431157611496132,0.16348897535667958,0.7685269808958022,0.7025810635538262
qwen3-4b: PCA-64 + lexical,soil_microbiome,200,0.27545376954876655,0.44716200719086646,0.23492569002123143,0.7925815752157587,0.6978768577494692
qwen3-4b: PCA-64 + lexical,solar_leo,25,0.11883197203180584,0.23116744447945944,0.009701492537313387,0.6283459708070548,0.22138308457711442
qwen3-4b: PCA-64 + lexical,solar_leo,50,0.1210366115932822,0.23960723868844475,0.02784946236559135,0.7124316262893446,0.21921505376344083
qwen3-4b: PCA-64 + lexical,solar_leo,100,0.1241970345265851,0.24304995186198122,0.03589743589743585,0.7470324508646302,0.21630769230769226
qwen3-4b: PCA-64 + lexical,solar_leo,200,0.12703251983135969,0.2523801955697056,0.05041666666666663,0.7872163719915761,0.22364583333333332
qwen3-4b: PCA-64 + lexical,tech_forecasting,25,0.12411140500744015,0.24396998148863414,0.05822873082287303,0.6499730122473591,0.3842398884239888
qwen3-4b: PCA-64 + lexical,tech_forecasting,50,0.1440706138676843,0.2820128498473575,0.08831775700934576,0.7298304910898263,0.38118380062305296
qwen3-4b: PCA-64 + lexical,tech_forecasting,100,0.14932931515176834,0.2973834438146267,0.09999999999999994,0.7693957681745558,0.38849593495934953
qwen3-4b: PCA-64 + lexical,tech_forecasting,200,0.15705344298054474,0.3151941451719185,0.11145833333333328,0.8101689111243302,0.3859375
qwen3-8b: cosine-to-brief (0 labels),carbon_capture,25,0.14965986394557823,0.30612244897959184,0.12171717171717167,0.7229024943310658,0.4797979797979797
qwen3-8b: cosine-to-brief (0 labels),carbon_capture,50,0.14965986394557823,0.30612244897959184,0.12171717171717167,0.7229024943310658,0.4797979797979797
qwen3-8b: cosine-to-brief (0 labels),carbon_capture,100,0.14965986394557823,0.30612244897959184,0.12171717171717167,0.7229024943310658,0.4797979797979797
qwen3-8b: cosine-to-brief (0 labels),carbon_capture,200,0.14965986394557823,0.30612244897959184,0.12171717171717167,0.7229024943310658,0.4797979797979797
qwen3-8b: cosine-to-brief (0 labels),cement_binders,25,0.12941176470588237,0.2529411764705882,0.21717557251908393,0.8428388746803069,0.333587786259542
qwen3-8b: cosine-to-brief (0 labels),cement_binders,50,0.12941176470588237,0.2529411764705882,0.21717557251908393,0.8428388746803069,0.333587786259542
qwen3-8b: cosine-to-brief (0 labels),cement_binders,100,0.12941176470588237,0.2529411764705882,0.21717557251908393,0.8428388746803069,0.333587786259542
qwen3-8b: cosine-to-brief (0 labels),cement_binders,200,0.12941176470588237,0.2529411764705882,0.21717557251908393,0.8428388746803069,0.333587786259542
qwen3-8b: cosine-to-brief (0 labels),ner,25,0.12556053811659193,0.24663677130044842,0.06538461538461535,0.7224769486572278,0.2709935897435897
qwen3-8b: cosine-to-brief (0 labels),ner,50,0.12556053811659193,0.24663677130044842,0.06538461538461535,0.7224769486572278,0.2709935897435897
qwen3-8b: cosine-to-brief (0 labels),ner,100,0.12556053811659193,0.24663677130044842,0.06538461538461535,0.7224769486572278,0.2709935897435897
qwen3-8b: cosine-to-brief (0 labels),ner,200,0.12556053811659193,0.24663677130044842,0.06538461538461535,0.7224769486572278,0.2709935897435897
qwen3-8b: cosine-to-brief (0 labels),soil_microbiome,25,0.1595744680851064,0.24468085106382978,0.011624649859943936,0.5274249656176685,0.6998599439775911
qwen3-8b: cosine-to-brief (0 labels),soil_microbiome,50,0.1595744680851064,0.24468085106382978,0.011624649859943936,0.5274249656176685,0.6998599439775911
qwen3-8b: cosine-to-brief (0 labels),soil_microbiome,100,0.1595744680851064,0.24468085106382978,0.011624649859943936,0.5274249656176685,0.6998599439775911
qwen3-8b: cosine-to-brief (0 labels),soil_microbiome,200,0.1595744680851064,0.24468085106382978,0.011624649859943936,0.5274249656176685,0.6998599439775911
qwen3-8b: cosine-to-brief (0 labels),solar_leo,25,0.12681159420289856,0.21739130434782608,0.011111111111111065,0.5169082125603863,0.2216666666666666
qwen3-8b: cosine-to-brief (0 labels),solar_leo,50,0.12681159420289856,0.21739130434782608,0.011111111111111065,0.5169082125603863,0.2216666666666666
qwen3-8b: cosine-to-brief (0 labels),solar_leo,100,0.12681159420289856,0.21739130434782608,0.011111111111111065,0.5169082125603863,0.2216666666666666
qwen3-8b: cosine-to-brief (0 labels),solar_leo,200,0.12681159420289856,0.21739130434782608,0.011111111111111065,0.5169082125603863,0.2216666666666666
qwen3-8b: cosine-to-brief (0 labels),tech_forecasting,25,0.12738853503184713,0.2484076433121019,0.03712121212121208,0.6390856598607061,0.38503787878787876
qwen3-8b: cosine-to-brief (0 labels),tech_forecasting,50,0.12738853503184713,0.2484076433121019,0.03712121212121208,0.6390856598607061,0.38503787878787876
qwen3-8b: cosine-to-brief (0 labels),tech_forecasting,100,0.12738853503184713,0.2484076433121019,0.03712121212121208,0.6390856598607061,0.38503787878787876
qwen3-8b: cosine-to-brief (0 labels),tech_forecasting,200,0.12738853503184713,0.2484076433121019,0.03712121212121208,0.6390856598607061,0.38503787878787876
qwen3-8b: embedding,carbon_capture,25,0.1747344169101451,0.3395573786968524,0.20073529411764698,0.8302144775092473,0.47965686274509794
qwen3-8b: embedding,carbon_capture,50,0.18651978098943323,0.35450942707889993,0.2360998650472334,0.8581649108200659,0.47692307692307695
qwen3-8b: embedding,carbon_capture,100,0.19506668634777732,0.36624230193181284,0.2437394247038917,0.8797088086656158,0.4783756345177663
qwen3-8b: embedding,carbon_capture,200,0.20289020282130724,0.36727762874672704,0.2675257731958762,0.8942417567272422,0.48773195876288666
qwen3-8b: embedding,cement_binders,25,0.1476389726788999,0.28797933624428673,0.1834739803094233,0.8672968931356988,0.33270042194092825
qwen3-8b: embedding,cement_binders,50,0.14552414124324115,0.2894901698362395,0.19150943396226416,0.8825999365889036,0.3316037735849057
qwen3-8b: embedding,cement_binders,100,0.1432102431176216,0.28901773660833197,0.20390946502057608,0.8897280947387486,0.3323045267489712
qwen3-8b: embedding,cement_binders,200,0.13635033473645883,0.27787211224324987,0.2188172043010752,0.8927318938501315,0.3268817204301075
qwen3-8b: embedding,ner,25,0.12932199781168585,0.25281831183558107,0.05545876887340297,0.7499258868913953,0.27098722415795584
qwen3-8b: embedding,ner,50,0.12851985038044028,0.2549210765961053,0.0749363867684478,0.7717612024098671,0.2712213740458015
qwen3-8b: embedding,ner,100,0.1343021462065113,0.2610390304091604,0.09465408805031443,0.8157035354475098,0.2736477987421384
qwen3-8b: embedding,ner,200,0.13383836766585627,0.26369355206490347,0.0928571428571428,0.8455636828934773,0.26916666666666667
qwen3-8b: embedding,soil_microbiome,25,0.18652634196185908,0.33091235004149594,0.11164658634538148,0.6860834126086608,0.7002911646586346
qwen3-8b: embedding,soil_microbiome,50,0.21990478349348513,0.3909029828542011,0.15043431053203038,0.746029892409332,0.7007926167209553
qwen3-8b: embedding,soil_microbiome,100,0.24631797408737033,0.4308890236902474,0.1715304798962386,0.7662843789073833,0.7025810635538262
qwen3-8b: embedding,soil_microbiome,200,0.2601871419135638,0.43196188542257896,0.1355626326963906,0.7682896986807194,0.6978768577494692
qwen3-8b: embedding,solar_leo,25,0.11830123295359361,0.2334830637541394,0.012487562189054679,0.6536472625640892,0.22138308457711442
qwen3-8b: embedding,solar_leo,50,0.12441390162072628,0.24688177737353495,0.029999999999999957,0.745043030294497,0.21921505376344083
qwen3-8b: embedding,solar_leo,100,0.12387846479470063,0.24709426826997796,0.04076923076923072,0.7707411241059963,0.21630769230769226
qwen3-8b: embedding,solar_leo,200,0.12701925998881725,0.25131924330174393,0.05624999999999996,0.8021959202170795,0.22364583333333332
qwen3-8b: embedding,tech_forecasting,25,0.13630873720457984,0.2664946268076729,0.08026499302649927,0.7081510683815503,0.3842398884239888
qwen3-8b: embedding,tech_forecasting,50,0.1457785807973492,0.2900403788446797,0.11791277258566972,0.7749146427016361,0.38118380062305296
qwen3-8b: embedding,tech_forecasting,100,0.15008031924310303,0.3008100178310123,0.1463414634146341,0.8047228555614061,0.38849593495934953
qwen3-8b: embedding,tech_forecasting,200,0.1569445105186711,0.31312459068105203,0.1302083333333333,0.8273200871029027,0.3859375
qwen3-8b: embedding PCA-64,carbon_capture,25,0.1747344169101451,0.3395502744058606,0.20171568627450975,0.8308169288150682,0.47965686274509794
qwen3-8b: embedding PCA-64,carbon_capture,50,0.18651978098943323,0.3550696511685358,0.23690958164642367,0.858173776355235,0.47692307692307695
qwen3-8b: embedding PCA-64,carbon_capture,100,0.19091012638076518,0.36288444788414675,0.21531302876480535,0.8671798734062691,0.4783756345177663
qwen3-8b: embedding PCA-64,carbon_capture,200,0.2008784526666999,0.37100454103290986,0.2414089347079037,0.8711254314952973,0.48773195876288666
qwen3-8b: embedding PCA-64,cement_binders,25,0.148077569170128,0.2875407397530587,0.1820675105485232,0.8666827582314144,0.33270042194092825
qwen3-8b: embedding PCA-64,cement_binders,50,0.14601433732167252,0.2885168819703685,0.19056603773584904,0.8821141108314385,0.3316037735849057
qwen3-8b: embedding PCA-64,cement_binders,100,0.139369008049714,0.2851203071562568,0.19403292181069948,0.8726570955565528,0.3323045267489712
qwen3-8b: embedding PCA-64,cement_binders,200,0.13810108533188212,0.2678183578123871,0.1962365591397849,0.8740118160815301,0.3268817204301075
qwen3-8b: embedding PCA-64,ner,25,0.1293188250215342,0.25281831183558107,0.05476190476190471,0.7499846772982136,0.27098722415795584
qwen3-8b: embedding PCA-64,ner,50,0.12923863367986874,0.2549210765961053,0.0749363867684478,0.7721371744237484,0.2712213740458015
qwen3-8b: embedding PCA-64,ner,100,0.13386354971528325,0.2565936018518581,0.09371069182389931,0.7969969480789222,0.2736477987421384
qwen3-8b: embedding PCA-64,ner,200,0.13226161460176142,0.2636247228446284,0.094047619047619,0.8192885407924368,0.26916666666666667
qwen3-8b: embedding PCA-64,soil_microbiome,25,0.18652634196185908,0.3316543279229457,0.11184738955823288,0.686502412072758,0.7002911646586346
qwen3-8b: embedding PCA-64,soil_microbiome,50,0.2197166886983409,0.39414664617318723,0.15152008686210638,0.7469036324920734,0.7007926167209553
qwen3-8b: embedding PCA-64,soil_microbiome,100,0.23988755913842555,0.41560939261937246,0.1463683527885862,0.7568345102728602,0.7025810635538262
qwen3-8b: embedding PCA-64,soil_microbiome,200,0.2710844300001679,0.41503347785463657,0.14023354564755836,0.7666886337849821,0.6978768577494692
qwen3-8b: embedding PCA-64,solar_leo,25,0.11855453197190702,0.23427048964346747,0.01268656716417906,0.6551389646607737,0.22138308457711442
qwen3-8b: embedding PCA-64,solar_leo,50,0.12440799145524165,0.24659926144719646,0.0297849462365591,0.7458206910116069,0.21921505376344083
qwen3-8b: embedding PCA-64,solar_leo,100,0.12488237720476306,0.24639549936340302,0.045641025641025595,0.7588359895815654,0.21630769230769226
qwen3-8b: embedding PCA-64,solar_leo,200,0.12431999448143681,0.249196228701965,0.03749999999999996,0.7630828360247714,0.22364583333333332
qwen3-8b: embedding PCA-64,tech_forecasting,25,0.13582277893922864,0.26741421077520205,0.07942817294281725,0.7081543580050326,0.3842398884239888
qwen3-8b: embedding PCA-64,tech_forecasting,50,0.146329544984677,0.290549284697097,0.11697819314641737,0.7750543030653517,0.38118380062305296
qwen3-8b: embedding PCA-64,tech_forecasting,100,0.15218625932460064,0.30123060842542976,0.1390243902439024,0.7998427383082268,0.38849593495934953
qwen3-8b: embedding PCA-64,tech_forecasting,200,0.15349725521383067,0.31680504178281516,0.14374999999999993,0.8255707027829976,0.3859375
qwen3-8b: PCA-64 + lexical,carbon_capture,25,0.17480349498740594,0.3341912512148342,0.12671568627450977,0.7930592433305607,0.47965686274509794
qwen3-8b: PCA-64 + lexical,carbon_capture,50,0.18168579114691938,0.3558310154776617,0.18049932523616727,0.8384631158375544,0.47692307692307695
qwen3-8b: PCA-64 + lexical,carbon_capture,100,0.1888154511620675,0.35994366509037035,0.17842639593908624,0.8508003721227925,0.4783756345177663
qwen3-8b: PCA-64 + lexical,carbon_capture,200,0.2027586491897536,0.3743374331398648,0.2503436426116838,0.8837476243205963,0.48773195876288666
qwen3-8b: PCA-64 + lexical,cement_binders,25,0.14287880745258477,0.2779423249892726,0.18459915611814343,0.8593584738871556,0.33270042194092825
qwen3-8b: PCA-64 + lexical,cement_binders,50,0.14345596614031467,0.2851354388927843,0.190566037735849,0.8806084758013716,0.3316037735849057
qwen3-8b: PCA-64 + lexical,cement_binders,100,0.14246662432280818,0.2837856419530144,0.19485596707818922,0.8775240845762752,0.3323045267489712
qwen3-8b: PCA-64 + lexical,cement_binders,200,0.13459594877154657,0.27123765264404726,0.1994623655913978,0.8733350028983422,0.3268817204301075
qwen3-8b: PCA-64 + lexical,ner,25,0.11800336068009774,0.2317698359568734,0.05104529616724733,0.7147757688377533,0.27098722415795584
qwen3-8b: PCA-64 + lexical,ner,50,0.12291538665704885,0.2461097876498203,0.06501272264631039,0.7494589203328409,0.2712213740458015
qwen3-8b: PCA-64 + lexical,ner,100,0.12678012304829708,0.253528631079184,0.07924528301886787,0.7917552049863201,0.2736477987421384
qwen3-8b: PCA-64 + lexical,ner,200,0.13307785171203648,0.2628423279836427,0.10178571428571423,0.8422155925185097,0.26916666666666667
qwen3-8b: PCA-64 + lexical,soil_microbiome,25,0.1620345312540964,0.3179734344288375,0.07108433734939754,0.6383349495376864,0.7002911646586346
qwen3-8b: PCA-64 + lexical,soil_microbiome,50,0.20604533716355897,0.3784755366705674,0.09853420195439737,0.7122638539509349,0.7007926167209553
qwen3-8b: PCA-64 + lexical,soil_microbiome,100,0.23126892680515815,0.39699009730963297,0.1297665369649805,0.7439547558045465,0.7025810635538262
qwen3-8b: PCA-64 + lexical,soil_microbiome,200,0.24157665039728796,0.40164984036036544,0.17845010615711251,0.7700291583177088,0.6978768577494692
qwen3-8b: PCA-64 + lexical,solar_leo,25,0.1165020695951021,0.22908607287435165,0.011094527363184033,0.6301427944980085,0.22138308457711442
qwen3-8b: PCA-64 + lexical,solar_leo,50,0.12132421571747595,0.24016603876559112,0.02827956989247307,0.7166840288646176,0.21921505376344083
qwen3-8b: PCA-64 + lexical,solar_leo,100,0.12486485527070988,0.24271407173453563,0.038205128205128176,0.7450903899440373,0.21630769230769226
qwen3-8b: PCA-64 + lexical,solar_leo,200,0.12812082090466143,0.2518458292793958,0.04333333333333329,0.787558630222368,0.22364583333333332
qwen3-8b: PCA-64 + lexical,tech_forecasting,25,0.12365455570643734,0.2429498323518856,0.055160390516039014,0.6481254233255965,0.3842398884239888
qwen3-8b: PCA-64 + lexical,tech_forecasting,50,0.14568842398976306,0.28099101678739696,0.0814641744548286,0.7370092484512336,0.38118380062305296
qwen3-8b: PCA-64 + lexical,tech_forecasting,100,0.14727514294702257,0.2967610420931917,0.10975609756097555,0.7748303717546989,0.38849593495934953
qwen3-8b: PCA-64 + lexical,tech_forecasting,200,0.1589052948323966,0.3120213876624975,0.1510416666666666,0.8116380397407307,0.3859375
