use_case,n_pos,n_neg,n_labels,auc,auc_sd,recall10,recall10_sd,auc_floor,recall10_floor,auc_gain,recall10_gain
synergy_jeyaraman_2020,2,20,22,0.7175044203081586,0.06786443460324196,0.27837837837837837,0.07332248630405695,0.7801843899974742,0.24324324324324326,-0.06267996968931555,0.03513513513513511
synergy_jeyaraman_2020,2,50,52,0.7561631725183128,0.06417292321456125,0.3027027027027027,0.12403020438468935,0.7801843899974742,0.24324324324324326,-0.024021217479161416,0.05945945945945946
synergy_jeyaraman_2020,2,100,102,0.7450997726698662,0.06173286673252724,0.27297297297297296,0.1200803237379625,0.7801843899974742,0.24324324324324326,-0.035084617327608036,0.029729729729729704
synergy_jeyaraman_2020,3,10,13,0.7729729729729731,0.10196772926482875,0.327027027027027,0.11854979567276383,0.7801843899974742,0.24324324324324326,-0.007211417024501121,0.08378378378378376
synergy_jeyaraman_2020,3,20,23,0.7609244758777469,0.07858150104087328,0.3162162162162162,0.12607463556422271,0.7801843899974742,0.24324324324324326,-0.019259914119727273,0.07297297297297295
synergy_jeyaraman_2020,3,50,53,0.8140439504925487,0.05117841934867112,0.37027027027027026,0.10831062113250745,0.7801843899974742,0.24324324324324326,0.03385956049507455,0.127027027027027
synergy_jeyaraman_2020,3,100,103,0.8135135135135136,0.046273067346228706,0.38108108108108113,0.11977578273600181,0.7801843899974742,0.24324324324324326,0.03332912351603945,0.13783783783783787
synergy_jeyaraman_2020,5,10,15,0.8110886587522103,0.03683653254850728,0.3864864864864865,0.06257209136643364,0.7801843899974742,0.24324324324324326,0.030904268754736064,0.14324324324324322
synergy_jeyaraman_2020,5,20,25,0.8086006567314978,0.03566376977786957,0.4,0.04649905549752771,0.7801843899974742,0.24324324324324326,0.028416266734023643,0.15675675675675677
synergy_jeyaraman_2020,5,50,55,0.8481308411214954,0.013197565716776112,0.41891891891891897,0.06043426966215645,0.7801843899974742,0.24324324324324326,0.0679464511240212,0.1756756756756757
synergy_jeyaraman_2020,5,100,105,0.8478403637282141,0.018137607823337575,0.44594594594594594,0.05921324946001794,0.7801843899974742,0.24324324324324326,0.06765597373073995,0.2027027027027027
synergy_jeyaraman_2020,10,10,20,0.7284036372821421,0.09175794394675733,0.3324324324324325,0.13502698374915456,0.7801843899974742,0.24324324324324326,-0.05178075271533211,0.08918918918918922
synergy_jeyaraman_2020,10,20,30,0.8182116696135389,0.05974461494751527,0.4351351351351351,0.12688318480330274,0.7801843899974742,0.24324324324324326,0.03802727961606467,0.19189189189189182
synergy_jeyaraman_2020,10,50,60,0.8279994948219247,0.05009497839681434,0.47027027027027024,0.08170927815043767,0.7801843899974742,0.24324324324324326,0.047815104824450505,0.22702702702702698
synergy_jeyaraman_2020,10,100,110,0.8333417529679213,0.03945005747402139,0.45675675675675675,0.08648648648648649,0.7801843899974742,0.24324324324324326,0.05315736297044715,0.2135135135135135
synergy_jeyaraman_2020,20,10,30,0.8338469310431927,0.023700013620493593,0.47837837837837843,0.037837837837837826,0.7801843899974742,0.24324324324324326,0.05366254104571855,0.23513513513513518
synergy_jeyaraman_2020,20,20,40,0.8508461732760798,0.01893664075038818,0.4594594594594595,0.04909703276914853,0.7801843899974742,0.24324324324324326,0.07066178327860562,0.21621621621621623
synergy_jeyaraman_2020,20,50,70,0.8699040161656985,0.023665025013125483,0.5513513513513514,0.055652054816145956,0.7801843899974742,0.24324324324324326,0.08971962616822426,0.3081081081081081
synergy_jeyaraman_2020,20,100,120,0.8729350846173276,0.012372054986301095,0.5351351351351351,0.05445795048543211,0.7801843899974742,0.24324324324324326,0.09275069461985341,0.29189189189189185
synergy_jeyaraman_2020,30,10,40,0.84809295276585,0.03132406038617229,0.45405405405405413,0.08614798621896881,0.7801843899974742,0.24324324324324326,0.06790856276837576,0.21081081081081088
synergy_jeyaraman_2020,30,20,50,0.863601919676686,0.007849384690626036,0.4756756756756757,0.02620367490495312,0.7801843899974742,0.24324324324324326,0.08341752967921179,0.23243243243243245
synergy_jeyaraman_2020,30,50,80,0.8816746653195251,0.015619492166334556,0.5108108108108108,0.039537131995480514,0.7801843899974742,0.24324324324324326,0.1014902753220509,0.26756756756756755
synergy_jeyaraman_2020,30,100,130,0.8899722152058601,0.002617863299336911,0.5243243243243243,0.03565109718452138,0.7801843899974742,0.24324324324324326,0.10978782520838593,0.28108108108108104
synergy_menon_2022,2,10,12,0.7437243947858472,0.16372994612413463,0.41866666666666663,0.14288456879593406,0.763314711359404,0.2933333333333335,-0.01959031657355681,0.12533333333333313
synergy_menon_2022,2,20,22,0.7615456238361267,0.13650342581475558,0.4,0.1414213562373095,0.763314711359404,0.2933333333333335,-0.0017690875232773129,0.10666666666666652
synergy_menon_2022,2,50,52,0.7624394785847299,0.16171454040241884,0.41200000000000003,0.13148045904662453,0.763314711359404,0.2933333333333335,-0.0008752327746740507,0.11866666666666653
synergy_menon_2022,2,100,102,0.7602793296089386,0.13978772492745095,0.38,0.10022197585581939,0.763314711359404,0.2933333333333335,-0.00303538175046536,0.0866666666666665
synergy_menon_2022,3,10,13,0.8478957169459964,0.06164558576124727,0.4653333333333333,0.13369284864112135,0.763314711359404,0.2933333333333335,0.08458100558659243,0.17199999999999982
synergy_menon_2022,3,20,23,0.8558659217877095,0.05433242928855779,0.4706666666666667,0.1341707038730057,0.763314711359404,0.2933333333333335,0.0925512104283055,0.17733333333333318
synergy_menon_2022,3,50,53,0.843389199255121,0.06831909640545544,0.48533333333333334,0.13942102503647802,0.763314711359404,0.2933333333333335,0.08007448789571703,0.19199999999999984
